,A-B_follower_count,A-B_following_count,A-B_listed_count,A-B_mentions_received,A-B_retweets_received,A-B_mentions_sent,A-B_retweets_sent,A-B_posts,A-B_network_feature_1,A-B_network_feature_2,A-B_network_feature_3,predictions
687,-4491395,-749,-29874,-4492.30542745821,-2206.294591979151,-25.63541676359,-12.527779364065,-26.23919515189,-16640,-20.7477263271,-2110.2540668532997,[0]
688,1346117,-224,15168,19062.2712791668,14525.8100009516,0.23215021608999975,0.23411671188100003,11.5074517101,52350,-206.63716603722,-5014.831213426,[1]
689,29,458,-10,0.451177119282,0.20974400612199998,0.734477504203,0.23901878202899998,0.732087316383,2,1.5,122.0,[1]
690,77341,2717,15965,264.9857639977,42.47566574299999,0.22272877401000013,-1.00121801173,-4.514957924570001,1027,258.92422851124996,7195.14080196,[1]
691,-36716,-608,-2963,-133.04483081450002,-72.61531054780001,-0.5955363825000006,-0.8294661863100001,3.6530117248500007,-560,-67.99508660299999,-1732.85609756,[0]
692,6982,-18250,600,63.15928854754999,20.775314854265,21.16663344685,-0.5002846270939999,24.98009316547,264,-44.273634453,-2695.482668060001,[1]
693,-5223839,86303,-17449,-173572.6356884163,-52332.663525883996,-0.1759874720999992,-1.552396844495,-6.85636904384,-213512,162.56484083491,4931.40509361,[0]
694,-14282,-4997,-431,3.9046287101610004,0.22055331298599998,0.485599093603,0.0,-2.5055592732660004,17,-45.055555555599994,-217.1111111099999,[0]
695,4298,5219,333,6.615385625941,2.054719082161,0.12950252367000004,0.24143311316000002,-1.3279603451239999,26,85.8214285714,1387.42857143,[1]
696,766588,-133,3303,5290.241415922,3643.2748179395,13.69026462992,3.23753117523,30.12561631712,19048,-80.18667968129999,-8719.35117946,[1]
697,18393,4257,3637,79.67314083533,22.963256449228002,4.4018477724750005,0.0,5.4269949071450005,309,196.72890295333,3874.824894517,[1]
698,94636,-29114,59,11.623572996000007,53.83241910859999,-4.40671908746,-0.23901878202899998,7.141864501900001,238,-42.785576711400005,-1848.8155679,[1]
699,-14067,595,-1595,-38.83385696689,-8.843103556765,-2.8732980010410003,-0.20996382962399995,3.9924956288700004,-159,-126.030674847,3599.48466258,[0]
700,2130770,-124162,3204,5908.192464848,2596.8935778180003,8.45725266805,2.691357618125,31.2282305764,18911,-98.87541674890001,-4163.76060455,[1]
701,23715,21555,97,4.02372227671,5.13636255616,0.9584894592450001,0.9584894592450001,41.36264467817,-5,116.642857143,15232.269841256,[1]
702,-85384,1413,111,-40.9692218451,-37.39845614779,13.05781934504,-0.4773680306500001,0.17138460139999978,-168,98.22306397325,369.0622895700003,[0]
703,57739,1199,2601,214.84797596955002,116.309874311789,8.40050714053,0.493068534354,8.971996523876,917,-86.039699571,-1704.3841201699997,[1]
704,-170660,454,-2017,-18.835816282597,-6.383300325365,-1.290851938784,0.0,-1.242843522994,-81,-221.57751938030003,-26436.810077533002,[0]
705,645,5,40,1.04120187274,1.5009541746650001,-0.253777989548,-0.253875540744,0.7515945393500001,5,36.41666666667,996.333333333,[1]
706,-690804,-9865,-43,145.211995297,-22.667826301000005,1.49437383875,0.7623880751400001,17.70794209795,565,21.711091865599997,904.877433189,[0]
707,275465,270626,2809,-55.210383979,-27.456690539649998,0.0,0.0,-3.2181418956449996,-166,-28.5679977263,11.13471649999974,[1]
708,624749,147610,6674,246.11365346198798,74.604926161565,20.898788928296998,1.220177675685,14.915915706297,682,235.787264834,11966.0434153,[1]
709,251,836,1,0.6235018106700001,0.23901878202899998,1.9104368490510002,0.248823417483,1.202577094622,4,-44.0222222222,-25.288888888999963,[1]
710,991506,-1750,-1761,860.5756017085,204.94977245148,11.66483792272,7.20869964152,12.435438153420002,3159,-19.8660258628,411.51584711199996,[1]
711,-6899,-397,-854,-7.001180346203,-1.7209122407530002,-1.498294501405,-0.4953086539039999,-1.2323460856250001,-28,-196.533333333,-3206.4666666700004,[0]
712,-47917,-21953,-900,-60.58789006376,-18.216751021697,0.958709200105,0.23662859420899998,0.7220806059,-225,-80.3433476395,-4363.18240343,[0]
713,2257461,-3023,12534,13580.33924552199,1882.989512011465,26.820651524597,12.997879960465,17.987571747197,35644,16.8700174752,2081.42004383,[1]
714,15110,-215,-133,110.68378896056,54.57991785361,4.774407513070001,0.24490773221500006,8.49415550032,437,-100.322695035,-713.4624113500004,[1]
715,-5507,94,-177,-0.9711854772400006,-0.343811928148,-0.5208843702599999,-0.002732867281999951,0.48491025842,-1,105.6235294118,1626.3490196110001,[0]
716,19612,304,357,0.22899975280000007,2.5540447951410004,-10.092346928365,-0.26695919770200005,-9.069073086725,28,-299.038461538,-3934.615007544,[1]
717,-90668,-1644,-4651,-378.42671241756,-170.09505526901,-6.762314897360001,-4.496388714471,-9.44456954234,-1301,143.8936001973,2222.1330862400005,[0]
718,1185493,-14611,9906,1515.8408703875,556.65431329123,2.0007462273699996,0.5179451122620001,1.25791842705,5589,-363.2748628335,-12052.190197479998,[1]
719,-33305,-28400,-877,-127.86317354918299,-23.609383298843003,-5.721274155062,0.0,-11.459614706882,-226,-71.2792207792,-3370.19480519,[0]
720,-1488948,124,-28872,-426.98926084932003,-110.93943543148,0.9864131528849999,0.0,1.746664901425,-1795,124.02847920780002,-1540.77325153,[0]
721,-584751,-110,1631,36.730992343999986,-46.602620547,2.02050998353,-0.712421566835,0.3460960278199998,110,114.8801372918,5336.203794679001,[1]
722,218461,-670,5713,26.594059295300003,10.20407939008,-5.211891159095,0.0,0.9638358060500005,100,-169.2999915801,-315.74185400999977,[1]
723,155818,2605,15533,339.50824798438,84.12405698885,6.712470525235,1.237411867535,7.474183329095,1297,204.83668642369997,6497.918579730001,[1]
724,-18396826,-664177,-91165,-28455.99146543,-10087.532589995,0.27815464972000004,-0.231919685184,-1.1963847451670002,-91725,8.082890313899998,593.4796211299999,[0]
725,-8604,-199,-441,-8.90629751558,-2.275401279711,-15.065431553964999,-2.438163817405,-6.6546091821069995,-26,-31.238888888999995,-1929.2666666700002,[0]
726,162936,452,4468,181.56215925914998,77.688823475321,11.507164682665,3.489516431495,9.504651162144999,686,82.4386590585,1800.65049929,[1]
727,-536225,2384,-903,-1108.63772979,-430.95946640100004,1.6786483808,0.18905104417999996,-4.22189500036,-3690,-34.5040569628,-2969.65197903,[0]
728,826,-37,57,0.007693457235000034,0.0,0.0,0.0,0.0,0,3.0,212.0,[1]
729,-4854948,580,-21060,-1632.710723003,-795.6097287556,3.686759429835,0.495909017934,2.941411622805,-6743,70.8417411838,1570.3995186300003,[0]
730,63993,-547,2613,226.46557672924502,71.847432143945,3.681161173855,1.9474338836250003,2.963215837965,886,68.7081930415,1754.30751964,[1]
731,-4321273,195,-32734,-7067.98067165815,-3772.894379910721,-2.001490664095,-0.23901878202899998,-10.116028314965,-25311,-10.8032806138,-1395.1953492,[0]
732,627321,149945,6814,242.45999720051998,74.086839511752,16.49100933154,0.45054490730999996,12.32482855453,675,25.162264834000013,-2050.4565846999994,[1]
733,-660777,478,-9196,-3526.561128476129,-77.05756695246501,-0.7492867732149999,0.0,-1.5291517542350002,-13773,-48.3563856638,-1835.3597750099998,[0]
734,441,279,18,18.474720455963002,5.899177234035,7.413153808769,4.867443289465,10.125193146614999,51,-58.7924528302,-422.566037736,[1]
735,-17822081,-46329,-90263,-16366.18234129,-5727.504294335729,0.733646960267,0.49764683496599993,0.46946997549,-60973,24.878342167499998,1381.9054771700003,[0]
736,2439007,-191,16767,263.24546069123704,48.302571731465,2.475110611345,0.500463355731,0.9761107319649999,1025,46.0807692308,5277.13365385,[1]
737,-70164,-44013,-1324,-10.064041318336,-3.264851281125,-0.23167200584099995,0.0,-4.207282724206,-46,-72.1063829787,-2146.89361702,[0]
738,-4944940,245,-26200,-1773.08745303955,-830.576190888237,0.23662859420899998,0.23662859420899998,0.49565883678,-7316,34.055806363900004,-1085.0224367699998,[0]
739,6973,211,1445,3.695219397045,1.729391553855,-0.47618127555799994,0.23662859420899998,0.029425296310999993,17,139.4333333333,-3863.2833333299996,[1]
740,163036,-16235,3553,-427.029945825,-316.290723268,-4.0028511165000005,-7.067053387055,-16.1486636088,-1195,253.02721990440003,6642.22056829,[1]
741,258283,330648,-4549,-842.137523443,-421.962078894,-20.543139935564998,-1.270704512225,-22.130882602565,-2320,-35.3304984569,988.9840082500002,[0]
742,-2723952,-6649,-22501,-259.3631192856,-81.2827293345,5.105237497824,1.010655463645,2.78441868235,-990,-37.2752572097,-2375.5504373599997,[0]
743,1330757,-848,15419,19039.392155950598,14526.935699747499,-3.64391061533,-0.5302035684559999,11.10488247503,52211,-15.350523125520002,-732.802411386,[1]
744,3011,1348,82,0.5703983308300002,1.074894787596,-4.45576938866,-0.6977865692790001,-0.2501237140899999,2,-5.1388888889299995,150.305555555,[1]
745,276186,1732,1247,30.326891728840003,10.875981466550002,6.932943533083,0.737438226327,4.424223377193,136,233.65551470600002,29169.4055147,[1]
746,5024,2159,211,22.903893754965,13.428999373664999,4.748889017265,2.4877952362149998,4.0268222181299995,95,96.587628866,2232.69072165,[1]
747,1673557,23773,16556,1558.5547320109802,561.2597572989409,4.199908620805,0.988883579475,3.193043922997,5749,-58.7421142955,-605.9147588800001,[1]
748,-220130,-114,-1057,-451.10210717489997,-139.907031041465,-13.338518702464999,-2.9431899058249997,-13.044805077391999,-1791,82.93808219179999,38.39232876999995,[0]
749,44579,-152,2579,147.896589608623,36.898380497465,26.83475019553,2.996359851446,23.524149762456002,547,-27.345706618999998,1128.8479427500001,[1]
750,-1340921,1620,-14578,-19098.646764734298,-14543.26625217885,10.64322193336,0.510470127156,0.7127161856000015,-52454,319.75007198822,5925.428489616001,[0]
751,732243,817,12746,292.8081349957,51.95309623669999,-4.01703119951,-0.7517366486100001,-9.77546094452,1243,44.280049374149996,1659.78900974,[1]
752,-9390,-1365,-470,-27.985162217419997,-5.779635007475,-7.104822773936,-1.001186596545,-4.96383576467,-112,71.911504425,2706.32743363,[0]
753,-1813444,-31041,-9281,-37773.74325418,40.22898436599999,6.18787135492,4.46840394904,6.63430374374,-20634,42.3943703849,1052.91260272,[0]
754,19891,118,919,118.707221576894,29.573791043765,33.57293836787699,5.185426322845,14.978872763721,403,-75.926108374,-1715.6674876799998,[1]
755,5371,387,354,-6.026414190799999,0.09599082276000015,9.28697111948,1.9278483365160002,3.43316373308,-25,43.7356630825,-1213.1881720399997,[1]
756,771,919,32,0.006044581175999986,0.0,0.0,0.0,0.0,0,30.0,1402.0,[1]
757,1029211,565,13228,1417.50906597926,572.7124985542661,2.706938423165,0.759853520475,8.43785939836,4961,63.5368754956,2744.4415543200003,[1]
758,4508,1366,165,39.250049037636,3.765949719885,1.156419470074,0.0,0.414406080326,115,63.9915254237,2503.94915254,[1]
759,8407,118,164,29.931995521660003,10.93637479127,-2.9736023191700003,-1.5120964378250001,-2.5429217786399994,123,35.57971014500001,1441.55590062,[1]
760,804140,836,15142,6878.02934721342,5013.3649894791515,21.872646511912,2.043601501845,17.144314454259998,23946,14.5749876868,839.908731463,[1]
761,-4486858,-674,-29709,-4492.65862502515,-2202.17440030566,-26.866421384765,-12.527779364065,-26.977804995470002,-16621,-10.307726327100001,-1807.66073352,[0]
762,84071,912,3357,22.587613219399998,6.9182937719,-2.3393321653199997,-1.486861825355,-3.6244670557000003,117,202.2497967483,4421.82276422,[1]
763,1435790,146659,12402,9753.216100078,4975.056991984,-17.443307542200003,-3.2329884456549998,169.2111365138,28013,-116.4401491242,-1797.8924497300002,[1]
764,-42307,427,-2193,-40.04237323626,-19.18734189359,1.2079540909500002,0.508392310862,2.953942404676,-174,-17.691489362,-299.27355622999994,[0]
765,-1035469,-300,-13579,-1415.4260782272002,-572.1847994355201,-2.706938423165,-0.759853520475,-8.928214965725,-4948,-80.0368754956,-4246.550645229,[0]
766,-4011003,11192,-13582,-2704.4707047600004,-1520.996853785,-22.431937299450002,-11.31014249995,-13.243906381700002,-9779,38.0669355946,489.19179317,[0]
767,2274,621,89,-2.0982271139999984,0.6132961543,-5.04179481749,-0.26149206340599995,-2.995249959183,7,-28.756166983000007,-4437.36954459,[1]
768,-1176,-1383,-56,0.05897012192500001,-0.19746981822,0.25643994014500004,0.25643994014500004,0.25643994014500004,0,0.0,-12.0,[0]
769,-5448,-167,-400,-8.131538799581,-3.1845551192149997,-0.4854520116919999,0.0,-0.4854520116919999,-31,-144.65625,-2703.40625,[0]
770,-1161132,-355,3078,168.11951597089998,60.889171086000005,22.13089156672,8.925479012919,18.53877330082,694,277.33999622470003,-53368.68110611,[1]
771,2767236,18631,15655,5066.975298681899,2.60141955155,-5.9541964348339995,-0.7802045580060001,-3.4814890176899995,18464,-43.71866093036,-1538.660012385,[1]
772,-129404,-54853,-1760,-383.97373544912,-13.469064077279,-25.335811513062,-0.24143311316000002,-16.756407786125997,-786,-186.17226317259997,-10129.36295391,[0]
773,38846,36822,1584,-24.392974550279998,-3.2387053891899997,-4.984659962515,0.0,-6.267401588365001,-77,495.03076923099997,142621.361538,[1]
774,-3983,-500,-207,-2.3037579115699995,-0.37878597673900005,3.484501281215,2.473216053375,3.187906354945,-4,-48.934782608999996,-2270.164251206,[0]
775,5371,387,354,-6.026414190799999,0.09599082276000015,9.28697111948,1.9278483365160002,3.43316373308,-25,43.7356630825,-1213.1881720399997,[1]
776,-488074,-77,-3630,-1205.20754620745,-598.36095941116,-0.741518666441,-0.492695248958,29.35690517093,-3912,-3.1931511471,-368.48329959499995,[0]
777,4091,-512,160,5.79556375033,-0.246335183308,2.45674358608,0.5236231543300001,1.5114127092500003,15,81.195652174,5005.36956522,[1]
778,-222717,-126725,-2857,14.247282138999992,50.549086247800005,16.16757679272,0.0,8.546826322169998,-1,44.90735484000004,-1549.6033783300009,[0]
779,-1439,-752,-170,-0.609619135158,-0.20092409696999997,1.4583535522250002,0.48530494463599994,0.47273683596599997,-3,-85.25,-1816.75,[0]
780,173433,-221,6705,1.7860821590700002,5.222191234115,-3.930639006815,-0.760251748539,-2.463217459165,21,-43.076604555,-3878.6314699800005,[1]
781,-134,-244,-28,-1.0566170480399997,0.5532794015580002,-0.43684079294,-0.734203011657,-0.7127912111500001,-3,-21.63333333300001,11631.950000030001,[0]
782,-2991,-638,-213,1.726973434555,-0.004301669611000036,5.034854502465,1.931955380975,4.071315649729001,9,192.363636364,3848.22727273,[0]
783,-1177,-4953,-151,-63.415944553,-31.93518307553,15.065431553964999,2.438163817405,3.69811399613,-190,49.7644395498,575.0433186500004,[0]
784,23377,-2671,3556,256.3293627107,31.97177535421,4.87505657965,-0.231919685184,5.65406628891,824,218.64042867670003,6817.082779009999,[1]
785,-86230,-141,-5038,-136.42371997899,-34.23624162575,-1.6974690362600002,0.24102686100499993,-1.69416026298,-562,-74.2094642317,-3883.3043083410003,[0]
786,3424,1680,7,0.6052740331869999,0.0,-0.251336785336,0.0,-0.251336785336,3,56.0,1473.75,[1]
787,131692,62,6971,651.1811544043891,170.05264102646498,4.701416484415001,0.24143311316000002,6.691894094467,2333,-106.9109936575,-9514.1255814,[1]
788,-639,-111,-49,-10.322369805589,-2.258520710215,-3.874673705665,-1.023914561275,-2.273797088877,-30,99.5882352941,10235.55882353,[0]
789,6327,1020,459,29.93980908025,10.566957699898,2.0065590896670003,0.25903024257100005,1.760325974607,132,79.3098591549,1303.0014084499999,[1]
790,2385,2188,62,-0.47699325313099994,0.0,-0.24143311316000002,0.0,-0.24143311316000002,-2,-14.5,-1206.5,[1]
791,-162778,-615,-7024,402.034232954,117.33614083129999,2.96592282773,1.744428348725,3.9922291331400004,1289,-65.28436618580001,-1355.6514099499998,[1]
792,-1651,-1313,-46,-4.028513924565,-0.24143311316000002,-1.644568729745,-0.234262308266,-0.470890902475,-16,-21.352941176500003,-716.41176471,[0]
793,-608703,-5314,-901,-87.5850860403,-91.09756456651,-0.6621081783149999,-0.953854679995,22.72413905025,-381,7.710274872100001,3040.492279129,[0]
794,16566,1283,552,17.1353549074,18.59966973619,-4.53099632719,-0.010104756836999962,-2.21767362898,96,6.175390545699997,-3992.85169406,[1]
795,219,158,10,16.56097965088,5.461558827511,7.647416117035,4.867443289465,10.329728430397,42,-58.692452830200004,-1902.466037736,[1]
796,-2270149,-4239,-11843,-6765.2569029246,-2941.80671285799,-7.07675949468,-2.181042137236,-62.62261278297,-21617,72.5438614944,4808.15282311,[0]
797,-5798,-3235,-183,571.39226229255,389.57686490196505,26.46838620085,6.08390253364,29.569161782069997,1755,-205.1021327964,-8544.868651910001,[1]
798,3526,549,73,13.92373388095,3.007543893547,0.500037022786,0.01219482327400001,-0.007816637268000082,63,-9.952941176500005,-499.01470588000007,[1]
799,617453,1166,20062,443.23653748969997,234.57324868167,-5.094581703307,0.253875540744,-3.9259328676600003,1716,12.089943246300002,1348.18379115,[1]
800,120544,166,6245,659.8001064273891,145.43882793546499,4.9294725314350005,2.2133867866049997,5.942966050257,2300,-105.9034115139,-9341.83539446,[1]
801,884937,-38,5481,3229.95157106137,1964.189683411465,14.086138998749998,-0.008152971614000082,87.582120529,10932,-99.6670601941,-4379.06422445,[1]
802,-152427,-10612,-2835,-98.52118909229998,-18.709989654300003,48.06217304323,-0.24143311316000002,38.81657629843,-395,-116.04461231959999,-4816.0916676100005,[0]
803,-140450,-125848,-8547,-858.4547469808999,-342.3113128669,9.67982918885,1.268276153365,-28.356323162580004,-2707,-16.70303502930001,-1983.6451598299996,[0]
804,-114494,-13541,-10426,-264.77485811726,-93.507871265766,-10.885783082765,-1.259701290825,-10.577545626800001,-1054,-210.264159703,-4948.730826370001,[0]
805,158258,153703,1583,298.99446991815,79.83590748962101,0.0,0.0,0.0,789,121.752801993,11505.8119552,[1]
806,-2226992,29094,-11797,-13452.214583573,-1859.1703847065,-20.626546575,-12.758861178436,-6.057516433599998,-35417,55.909203304,1399.77476136,[0]
807,634519,-553,1270,20672.6128250629,5605.363292370799,-1.0122455617200001,0.0,32.08636338117,56178,-138.49686903756,-4093.346875477,[1]
808,-98290,1621,4489,-1119.8232098295,-408.88001540847995,-49.56168956352,-7.704613419,-82.17823334342,-3243,12.000332822299999,-549.019260402,[0]
809,-102000,118798,-6347,-3869.6347457863003,-1557.375769044,10.893329760336,0.0,-6.1084333719399995,-10354,124.95096521789999,4663.56245103,[0]
810,156913,355,4254,177.09608421298998,76.98969738495,9.51787428909,2.752580552556,8.257399802319998,672,59.76218847029999,1054.532852231,[1]
811,60503,12309,343,377.8072237441,10.42476610914,25.330708358253002,0.24143311316000002,12.519279616799999,757,199.01032463829998,10639.35822578,[1]
812,-46692,-7416,-3635,-77.51281880529001,-22.755793058461002,-2.9560038852700004,0.231919685184,-4.193653604970001,-303,-183.2844585089,-3597.380450072,[0]
813,6553740,-644,21657,28531.98771681,17753.413504544,-3.951775597785,-1.240062414355,-7.802639022250001,85618,-31.777593597809997,-1582.412493661,[1]
814,-17750161,-46272,-85146,-16235.669693632999,-5693.6692044646,3.425112720167,0.495909017934,1.4336669229,-60435,86.811896035,3261.80362305,[0]
815,-869548,-3961,8111,-5814.684696321,-2365.0931173960003,-8.48192479587,-1.9861807445240003,-59.96440235987001,-17651,50.7844746076,2088.09169069,[0]
816,-140833,-1217,-2475,1383.798147877,208.85554248,53.26032515679999,5.2916677369750005,88.48538291989999,2740,-226.36447395020002,-4452.27633622,[1]
817,-1437400,450,-5778,-44.81044666336,-11.476347547109999,-1.86476348261,-0.46630815984100005,-1.43842056828,-190,-55.206392694000016,-9350.70684933,[0]
818,24214,111,43,12.006469326382,6.794939980252001,2.035263953085,0.498878882886,4.565861416575,49,40.098039216000004,3028.8823529399997,[1]
819,-124949,-510,-4058,-52.92154253888,-22.908017871541002,-2.150894938435,0.0,-6.845758386397,-229,-125.341666667,-3687.83333333,[0]
820,-34577,1398,-1874,-16.8621160063,-14.488828515589999,6.32818655222,1.001186596545,5.223346677906,-75,-12.102993787000003,-237.02956128999995,[0]
821,1122,-60,140,-7.37112810466,1.0811216294750001,-0.7454716615499999,0.508392310862,1.04889874315,-16,40.8636363636,369.79220779,[1]
822,-223006,655,-6121,-56.147783577634,-11.753553680265,0.24143311316000002,0.0,-5.441042282605,-209,-40.4252336449,-6005.1635514,[0]
823,-1633468,-11553,-38363,-12724.752028776622,-4935.234911821465,-20.712841590929997,-6.925054430186,-16.354285815256002,-23935,130.2711755965,-594.0882935700001,[0]
824,8167812,-167,25885,2819.71170318745,786.15063354316,2.5047073046849997,0.48286622632099996,-34.01995260416,9890,7.31046931403,1786.9615924599998,[1]
825,-508832,7079,-33832,-1028.835323667,-1115.575762974,-0.3196309341800001,-1.702962015105,-3.5347946411200004,-2310,-29.458995682200005,792.0079752499996,[0]
826,-129,-356,54,2.01014722896,0.5498722652000001,1.23750879639,0.0,0.4957149060599999,3,43.644444444,2385.1555555600003,[1]
827,-1166,103,-105,-0.037539526627,0.0,-0.024767934305000017,0.0,-0.300599330609,0,92.0,1299.0,[0]
828,1420,92,33,-2.93393960744,-0.46301587012599993,-1.315172412696,-0.27627718910599997,-1.811381703606,-10,-179.79999999999998,-2488.4,[1]
829,-506277,731,-9931,-753.2996033683199,-363.998580974855,-3.903204906623,-0.485599093603,-5.23447848748,-3155,-9.618869103400002,-866.6485473280001,[0]
830,-9024,-1950,-994,9.034656290000004,21.99096902595,38.9113648765,-0.990922022345,25.6362076231,21,-312.8153088006,-5036.686003530001,[0]
831,804166,1068,15140,6880.899016342389,5013.541791761465,22.582627904465,2.285034615005,18.058831130597,23956,-145.1750123132,-9941.17460187,[1]
832,4945007,111,26244,1733.9773738143,799.4407670239,-51.519501484265,0.0,-42.529922949665,7174,16.5169827517,1581.7163143199998,[1]
833,-261825,75,-9214,-80.286165378986,-42.566962686106,0.48813784901,0.0,0.48813784901,-333,-177.6394557823,-5224.04373178,[0]
834,-485660,48592,1870,-468.65751831100005,-244.8790719762,-2.7439234288200005,-1.240062414355,-8.2692094991,-1936,18.963647033,-277.94294931000013,[0]
835,153110,10073,2759,133.59589416185997,48.98707301339,1.23371934634,-0.266959197702,0.00018918295999981183,528,31.571823203999998,4478.96921863,[1]
836,292727,-1064,5931,453.6668081798,202.79409909258,2.5992592098599996,0.754035743563,1.7937720465699998,1905,11.9785726155,1361.4974160900001,[1]
837,34444,-89856,5447,3444.131628634,1498.6175728872,0.23901878202899998,0.0,12.636826737864999,9796,-266.2584146059,-18857.660140829998,[1]
838,813969,2655,13039,35.4405872383,5.490937761200001,6.292795831807,2.515290844295,-1.75729747986,156,46.7355130784,2959.209887903,[1]
839,1077915,-361,5252,-564.9450499524,-151.6950348055,-4.701416484415001,-0.24143311316000002,-6.953540804135001,-1945,-23.063496138399998,888.7352752800002,[0]
840,37568,12,1071,4.275680996309999,-2.0312195059500002,0.28777417325200005,0.248823417483,-0.4586960792,17,71.99175824199997,11584.59981686,[1]
841,-98536,-37329,-16042,-119.8084357267,-30.476164341,-6.7487238701550005,-1.2445700395650001,1.4231133060200003,-485,-179.4128345371,43.19906275999983,[0]
842,2023838,415,14751,313.699556367,110.94496992700002,-2.2427793126070004,-1.2499238608299998,-3.5541619592229994,1238,-5.609086159799993,1469.2208354199997,[1]
843,-223702,-117,-6176,-56.624776830765,-11.753553680265,0.248823417483,0.0,-5.4336519782820005,-211,-54.9252336449,-7211.6635514,[0]
844,-220207,-14,-8581,-3931.90109319496,-1574.024300491797,0.7196904180760001,0.23662859420899998,-11.914746131965,-10556,-42.9620782601,-1429.85542337,[0]
845,9089,6699,420,0.5553306453200002,0.42778768839000003,-3.1680458920089998,-0.243871831475,-2.2215315151760002,8,198.129870130143,4578.077922074,[1]
846,45712,-63653,-4654,-57.47080500279999,-51.57888186780001,-2.93230135868,0.0,-68.8425857792,-213,-103.31027250599999,901.3400668200011,[0]
847,45412,40820,1281,-1.9518723032610001,-0.886408411695,0.0,0.0,0.0,-7,24.2222222222,752.5,[1]
848,-699,187,11,-11.70397876937,-6.113696185755001,-2.6528399582280002,-1.4373801806550002,-2.682404837993,-33,-33.3142857143,-1388.67142857,[0]
849,3617990,-58016,14481,11136.00317352,9321.342470168,-3.0920649225199996,-0.20589836701999986,3.9701797325199992,43224,-36.63673858883,-4289.715772631,[1]
850,-1131347,575,-7034,-15196.610654429998,-12978.34754094,-1.7258958923759997,-0.480451895189,-3.544172403100001,-42020,39.86963056332,900.7917870059999,[0]
851,-101849,59,-962,-1729.149651366063,-763.5592359644651,-30.495210992099,-8.467863563155,-92.744885975415,-4066,79.6897305171,-337.3797038099999,[0]
852,-722506,103,-7213,-1694.8749904420529,-317.363161620465,-3.480553460865,-1.7577229117150002,-5.888123868160999,-5208,822.4015122873,10111.286389410001,[0]
853,9196,977,469,24.88845699952,5.602832725161,6.633860163412001,0.7597534833849999,4.8063983555,101,93.338495575,1311.755899703,[1]
854,637273,-864,1430,20676.925755976623,5606.863947581464,0.27906926346999983,-0.23662859420899998,33.345770098656,56192,-153.80242459356,-1224.457986587,[1]
855,-153516,-2249,-8742,-55.21276752905,-19.979915295581,-1.213473574535,-0.23662859420899998,-1.211107288595,-246,90.17460317500002,-8274.9920635,[0]
856,3423,-1336,397,4.2488659449799995,2.9640018062289997,-0.00014708191100010204,0.0,-0.251483867247,14,60.711805555599994,194.5173611099999,[1]
857,1826860,36,30510,1671.93391905332,387.711870908855,28.469721822032998,7.207790087255001,16.30212092196,6250,39.9532871973,2142.7129600480002,[1]
858,-1620368,-22495,-16076,-1369.3315857310001,-499.07293414109995,-4.199908620805,-0.988883579475,-3.4546906326649998,-5160,-17.981318047700004,914.47845525,[0]
859,166,-442,2,-3.6377748805450003,-0.31251654941300006,-4.669426306425001,-0.7696327683749999,-1.3312563327400002,-7,-161.625,-9058.5,[0]
860,125284,13399,10870,267.119853240389,94.28756468596501,10.885783082765,1.259701290825,10.806254484497,1061,63.26415970299999,-4626.56917363,[1]
861,3165924,-197,587,1251.12970537098,979.5828047049409,12.862921871965,2.279514719085,100.17564659279701,4791,-83.99382615760001,-1084.2011779000002,[1]
862,-39618,-22173,-475,-50.8027833042,-15.76537804513,15.065431553964999,2.438163817405,6.916255891775,-193,42.795541249500005,276.4842632400005,[0]
863,637628,-412,1459,20676.73208239827,5606.863947581464,0.752326451888,0.0,33.113850413473,56194,-9.05242459356,-121.957986587,[1]
864,-128077,89,-939,-139.454447635389,-77.651546413565,-2.0490325718049998,0.0,-19.071919815497,-464,136.5063559322,9711.62076271,[0]
865,-996062,422,2696,-798.239061624,-184.77654769629999,-10.39794742739,-7.465139581665,-11.673759984170001,-2912,85.99490690440001,1279.8368772299998,[0]
866,1863521,10550,13959,38097.6138052612,113.37554461010001,2.072738043845,0.523293419335,4.042611884225001,21735,-61.0979848887,-3404.26142572,[1]
867,-170,-330,43,-24.766710064149997,-5.7628321995250005,-26.838544013565,-8.374815963845,-23.835801925565,-77,-5.554945054900003,-339.06593406,[0]
868,14118,11707,823,44.42197190683,12.485124607098001,16.31984233825,1.0133186433280001,12.10661334632,153,55.911764705999985,8410.28039213,[1]
869,84573,66434,5069,138.5632497252,67.06687963914,-0.16421311666000005,-1.7660020497250002,66.01382866168,534,129.383275261,7074.542529199999,[1]
870,-24066,-20441,-417,-0.927389057503,-0.6163126394999999,-0.9831508534149999,-0.9831508534149999,-1.9367823011210001,-5,607.4285714289999,1506.7857142899993,[0]
871,407508,-6335,1541,374.7560401499,270.58030340420004,25.68570326559,0.0,15.53569818082,1481,-40.38960756,1663.52090494,[1]
872,-262320,-328,-8761,-109.85505573705301,-26.456619915165,-1.5233304354750001,0.0,-0.5226593872209999,-452,739.9564270153,8840.82026144,[0]
873,6907,-592,411,8.234985110433001,5.565983585263,-0.46751830650099996,-0.23901878202899998,-0.46512811868099996,38,77.625,1719.3,[1]
874,12237,-30,-301,-80.798755826584,-43.015391495565,-2.9783054610699997,1.03137329773,-1.489143073400001,-293,-1.8754208754199997,-1089.7407407399999,[0]
