,Id,Date Created,Number of Likes,Source of Tweet,Tweet,Followers,Following,Retweet Count
29,Jan11555,2023-02-02 22:06:10+00:00,0,Twitter Web App,@taufikl And let's not forget the obvious #NFLrigged of Superbowl LII when Coach Belichick stunned fans by benching… https://t.co/tNMM6WNalU,2,2,0
30,SpadedLord,2023-02-02 22:05:11+00:00,0,Twitter Web App,RT @midwest_fancy: #nflrigged #BoycottSuperbowlLVII will continue to do this everyday.,2,16,2
31,IfItHasAScore,2023-02-02 22:00:25+00:00,1,Twitter for iPhone,"Now that we have confirmation that at least one professional sports league has scripts, we are officially changing… https://t.co/mMah8vMvww",1046,966,0
32,Dwheel_14,2023-02-02 21:52:24+00:00,0,Twitter for Android,"@NFL @NFLonFOX @NFLFilms @Chiefs @Bengals 
I ask for one thing and one thing only and I'll stop I'm even getting ti… https://t.co/0ZSMHe2D13",14,113,0
33,ubok1978,2023-02-02 21:51:07+00:00,0,Twitter for iPhone,@Kramed67037 @GottliebShow Should have never been there with the block in the back on the punt #NFLRigged,198,159,0
34,Viyapoo,2023-02-02 21:47:08+00:00,0,Twitter for iPhone,"RT @WWERuthlessEra: John Cena already told us the truth about the NFL 

#nflrigged https://t.co/euEYavKZo2",292,148,812
35,punkrockdub,2023-02-02 21:38:31+00:00,0,Twitter for iPhone,"@GeneSteratore on #Chiefs #5thdown on Mark Madden today:  

“I was thinking I have never experienced this before.”… https://t.co/P5jVbqkXNQ",56,59,0
36,Lvnd00,2023-02-02 21:33:00+00:00,0,Twitter for iPhone,Super bowl LVII SCRIPTED 📝 @NFL @nflnetwork @ESPNNFL #nfl #nflrigged #nflscripted https://t.co/QWMdS4ELnn,175,74,0
37,Luke_Neitzke,2023-02-02 21:29:44+00:00,0,Twitter for iPhone,248 million views wow 😂😂 #NFLRigged https://t.co/VgcZAABvBd,109,153,0
38,Pistol_Pete16,2023-02-02 21:26:55+00:00,0,Twitter for iPhone,This is it. They wanted a Manning vs Favre Super Bowl. Colts we’re supposed to take the second half kickoff back fo… https://t.co/rU0yiQn3bz,246,206,0
39,ubok1978,2023-02-02 21:15:46+00:00,0,Twitter for iPhone,@Aftermath_KC #NFLRigged,198,159,0
40,BREAK_BoyAplus,2023-02-02 21:05:36+00:00,0,Twitter for iPhone,"RT @FormerNFLFan789: Two years in a row!!!! FanBoys and Grown men be like ""Another Coincidence this year"" #Gematria #NFLrigged https://t.co…",509,410,13
41,bestcoastsxmcp,2023-02-02 21:03:17+00:00,0,Twitter Web App,The Joe Burrow Agenda dies for now … thanks to (mostly) Joe himself https://t.co/AyqHH72t9H #dailymcplay #NFL… https://t.co/TA0vq7GjPp,103,273,0
42,SpikeTheNews2,2023-02-02 21:02:41+00:00,0,Twitter for iPhone,"RT @FormerNFLFan789: Two years in a row!!!! FanBoys and Grown men be like ""Another Coincidence this year"" #Gematria #NFLrigged https://t.co…",85,298,13
43,Lisa20271524,2023-02-02 20:42:42+00:00,0,Twitter for iPhone,RT @Sir_Saint1: #NFLrigged https://t.co/fT7570Wz1S,23,133,0
44,ayoo_noah,2023-02-02 20:35:20+00:00,0,Twitter for Android,"RT @FormerNFLFan789: Two years in a row!!!! FanBoys and Grown men be like ""Another Coincidence this year"" #Gematria #NFLrigged https://t.co…",7057,7443,13
45,ayoo_noah,2023-02-02 20:35:03+00:00,0,Twitter for Android,RT @edits841: And a bunch of broke men tried to tell me it’s not scripted. This proves it without question. Hardcore proof right here. That…,7057,7443,3
46,FormerNFLFan789,2023-02-02 20:29:34+00:00,0,Twitter for Android,RT @edits841: And a bunch of broke men tried to tell me it’s not scripted. This proves it without question. Hardcore proof right here. That…,626,220,3
47,BenLineback,2023-02-02 20:28:42+00:00,0,Twitter for iPhone,"RT @FormerNFLFan789: Two years in a row!!!! FanBoys and Grown men be like ""Another Coincidence this year"" #Gematria #NFLrigged https://t.co…",1102,754,13
48,edits841,2023-02-02 20:27:45+00:00,11,Twitter for iPhone,And a bunch of broke men tried to tell me it’s not scripted. This proves it without question. Hardcore proof right… https://t.co/seyUCkArpc,723,3018,3
49,edits841,2023-02-02 20:24:40+00:00,0,Twitter for iPhone,"RT @FormerNFLFan789: Two years in a row!!!! FanBoys and Grown men be like ""Another Coincidence this year"" #Gematria #NFLrigged https://t.co…",723,3018,13
50,phee2_mc,2023-02-02 20:23:53+00:00,0,Twitter for iPhone,"RT @FormerNFLFan789: Two years in a row!!!! FanBoys and Grown men be like ""Another Coincidence this year"" #Gematria #NFLrigged https://t.co…",74,192,13
51,InkyBri,2023-02-02 20:23:06+00:00,0,Twitter for iPhone,Big facts and the 3rd down shouldnt have been redone !!!! THE @NFL PLAYED THE BENGALS IN THIS GAME ! YALL FKD UP FO… https://t.co/gPwNRb16TT,406,513,0
52,DigitalPtGuard,2023-02-02 20:20:19+00:00,0,Twitter Web App,"RT @FormerNFLFan789: Two years in a row!!!! FanBoys and Grown men be like ""Another Coincidence this year"" #Gematria #NFLrigged https://t.co…",660,3406,13
53,purdyflaco,2023-02-02 20:19:46+00:00,1,Twitter for iPhone,#NFLRigged https://t.co/TDx0QB1zyC,696,227,0
54,SiefkenRobert,2023-02-02 20:19:05+00:00,0,Twitter for iPhone,@AdamSchefter #NFLScript #NFLRigged,219,817,0
55,grandadteddy,2023-02-02 20:13:26+00:00,0,Twitter for iPhone,@AdamSchefter #nflrigged,70,216,0
56,54Monstro,2023-02-02 20:08:28+00:00,0,Twitter for iPhone,Eagles never beat the Giants nor the Niners. They got bailed by the Refs🤡 #NFLRigged https://t.co/NHTBbk09d7,119,566,0
57,LordShaq2,2023-02-02 19:38:11+00:00,0,Twitter Web App,"RT @FormerNFLFan789: Two years in a row!!!! FanBoys and Grown men be like ""Another Coincidence this year"" #Gematria #NFLrigged https://t.co…",139,390,13
58,Shadology101,2023-02-02 19:35:51+00:00,0,Twitter for iPhone,"RT @FormerNFLFan789: Two years in a row!!!! FanBoys and Grown men be like ""Another Coincidence this year"" #Gematria #NFLrigged https://t.co…",54,498,13
59,DanielMusto10,2023-02-02 19:25:22+00:00,0,Twitter for iPhone,"RT @FormerNFLFan789: Two years in a row!!!! FanBoys and Grown men be like ""Another Coincidence this year"" #Gematria #NFLrigged https://t.co…",252,1368,13
60,FormerNFLFan789,2023-02-02 19:23:08+00:00,47,Twitter for Android,"Two years in a row!!!! FanBoys and Grown men be like ""Another Coincidence this year"" #Gematria #NFLrigged https://t.co/359pswYKM3",626,220,13
61,cammarshallfilm,2023-02-02 19:10:08+00:00,1,Twitter for iPhone,@TH3_GOD_ @YoungAngel_ @FirstTake @MikeFrancesa He didnt make up for it because of how the game ended. The refs wer… https://t.co/uwEVuXgGAZ,158,774,0
62,FormerNFLFan789,2023-02-02 19:07:00+00:00,0,Twitter for Android,RT @MAGAMAN858: @NFL #NFLrigged #boycotsuperbowl #boycotnfl,626,220,1
63,FormerNFLFan789,2023-02-02 19:06:33+00:00,0,Twitter for Android,"RT @BornCincyFan: @nflcommish @NFL We are coming for you Roger! You screwed the Bengals in back to back years, your biased is not a conspir…",626,220,1
64,SevenDwarfs859,2023-02-02 19:02:34+00:00,0,Twitter Web App,So the big thing right now is #nflrigged but instead of complaining about it why dont we do something about it with… https://t.co/o31rBVxAFb,1,2,0
65,CodeRedmanET,2023-02-02 19:02:05+00:00,0,Twitter for Android,Exactly #nflrigged #boycottsuperbowl57 https://t.co/uPQVzg86qi,10,334,0
66,FootballFan734,2023-02-02 18:55:18+00:00,0,Twitter Web App,@nflcommish People literally hate the fact that you robbed a deserving team of the chance they earned #NFLRigged #FireGoodell,12,113,0
67,wtondo,2023-02-02 18:53:38+00:00,0,Twitter for iPhone,"RT @TheHouse_Ent: The champs came out to play in the Quote Tweets. So, is the #NFLRigged?

https://t.co/u8bERe41cv",434,654,1
68,_TheZyro,2023-02-02 18:53:10+00:00,0,Twitter for Android,RT @barstoolsports: The NFL is literally rigged. Wow. #NFLRigged  https://t.co/d8QfKVrhcG,454,251,89
69,TheHouse_Ent,2023-02-02 18:52:50+00:00,0,Twitter Web App,"The champs came out to play in the Quote Tweets. So, is the #NFLRigged?

https://t.co/u8bERe41cv",134,79,1
70,FootballFan734,2023-02-02 18:52:18+00:00,3,Twitter Web App,Absolutely. #NFLRigged https://t.co/HV5FRyH322,12,113,2
71,MAGAMAN858,2023-02-02 18:48:28+00:00,1,Twitter for iPhone,@NFL #NFLrigged #boycotsuperbowl #boycotnfl,47,107,1
72,Piersky65,2023-02-02 18:41:32+00:00,0,Twitter for Android,"RT @realAlexRWagner: The NFL is probably rigged. The Chiefs in the Super Bowl proves it. 

#NFLRigged #NFL #Football #ChiefsKingdom #CINvsK…",59,104,1
73,_VictorChaos,2023-02-02 18:32:28+00:00,3,Twitter for Android,"@Billyhottakes @PFN365 #NFLRigged

He is sharing his part of the script",144,1086,0
74,THE_GRAYF0X,2023-02-02 18:16:23+00:00,3,Twitter for iPhone,@WilliamScottDe3 @GottliebShow Nobody wants to talk about the no call block in the back on the final punt return th… https://t.co/BVCuh5i2g7,182,119,0
75,THE_GRAYF0X,2023-02-02 18:14:09+00:00,1,Twitter for iPhone,I think it’s funny how the @NFL is acting like everyone in the league has to be in on #NFLRIGGED when in reality of… https://t.co/qm8deykIVa,182,119,0
76,SiefkenRobert,2023-02-02 18:12:19+00:00,3,Twitter for iPhone,@Chiefs #NFLRigged https://t.co/KtaTsgkblN,219,817,0
77,jrodstu,2023-02-02 17:59:04+00:00,0,Twitter for iPhone,It’s genuinely terrifying that #NFLRigged has been trending for days because of a satirical video,377,607,0
78,rusteezeworld,2023-02-02 17:56:16+00:00,0,Twitter for Android,RT @WorimiFella: Ron Tolbert was the referee for #SuperBowlLVI &amp; for the #AFCChampionship game yesterday. The @Bengals lost both games by 3…,143,140,3
79,Gruelingtruth,2023-02-02 17:09:24+00:00,0,Twitter for iPhone,@thebengalorian @TheBengalsWire @WhoDey_UK @BengalsNation8 @moose196850 @WhoooDeyy @BengalsTalk #nflrigged https://t.co/CzU4GMWYdb,24358,26064,0
80,WilliamScottDe3,2023-02-02 17:09:13+00:00,3,Twitter for Android,"@GottliebShow I'm a Bengals fan. That was the correct call. It was a flag
Now, let's talk about all the penalties t… https://t.co/KBOnXwkCiN",618,1650,0
81,yanndatgrlfine,2023-02-02 17:06:56+00:00,1,Twitter for iPhone,Former #nflplayer #arianfoster said they wrote him #script on how his #footballseason will play out #entertainment… https://t.co/DuPK4R7AZ4,46,13,0
82,ChadJobe2,2023-02-02 17:01:12+00:00,0,Twitter for iPhone,@ShereeWLWT Neither #NFLRigged boycott that garbage,6,43,0
83,9thwdleekilla,2023-02-02 16:59:51+00:00,0,Twitter for Android,RT @Throwback420: WWFL ... #NFLRigged https://t.co/seGyGGl6Hb,883,5000,16
84,cinbengalsJB9,2023-02-02 16:57:53+00:00,0,Twitter for Android,RT @TonyKnowsBall: Ain’t just Bengals fans that are making the hashtag #NFLRigged trend right now. The whole country saw it.,3,8,440
85,cinbengalsJB9,2023-02-02 16:57:44+00:00,0,Twitter for Android,RT @gosuprime21: The Superbowl jerseys and badges for the Kansas City Chiefs have been revealed 2 weeks ahead of the championship game that…,3,8,23
86,cinbengalsJB9,2023-02-02 16:57:40+00:00,0,Twitter for Android,RT @LazyMxtt: The chiefs best player today #NFLRigged https://t.co/iLdwAkUXTB,3,8,714
87,cinbengalsJB9,2023-02-02 16:57:12+00:00,0,Twitter for Android,RT @ppotterta: Refs. #NFL #CINvsKC #BengalsvsChiefs #refs #nflrigged https://t.co/7wCCtcFUjr,3,8,11
88,cinbengalsJB9,2023-02-02 16:56:28+00:00,0,Twitter for Android,"RT @MediaLiarz: LOL, @tkelce @PatrickMahomes @BrittanyLynne talking shit like they won by 2-3 touchdowns. Yall squeaked through because the…",3,8,259
89,cinbengalsJB9,2023-02-02 16:56:25+00:00,0,Twitter for Android,RT @GetYoShinebox: Whenever the Chiefs are about to lose a game… #NFLRigged https://t.co/5zss5dhGCP,3,8,182
90,UlookLikeaHelen,2023-02-02 16:56:14+00:00,2,Twitter for Android,How it felt watching the 4th quarter last week 😔 #NFLScript #nflrigged #memes https://t.co/Gd471evtxz,86,625,0
91,cinbengalsJB9,2023-02-02 16:56:14+00:00,0,Twitter for Android,RT @CINClothingCo: You earned it. #NFLRigged https://t.co/YDaCqpoSwr,3,8,565
92,cinbengalsJB9,2023-02-02 16:56:06+00:00,0,Twitter for Android,"RT @punkrockdub: Chiefs are the first team in NFL history to run a play on 5th down.

#AFCChampionshipGame #RiggedNFL #NFLRigged #CINvsKC",3,8,212
93,cinbengalsJB9,2023-02-02 16:56:01+00:00,0,Twitter for Android,RT @VARGASSZNN: Bengals go through it every year and it always ends to refs not doing there job. #NFLRigged https://t.co/JObVESRpsz,3,8,223
94,cinbengalsJB9,2023-02-02 16:55:55+00:00,0,Twitter for Android,"RT @Thomas_Buckeye5: I’m not a big #NFLRigged person, but it’s getting harder not to see why people say that. Same official as last years S…",3,8,173
95,cinbengalsJB9,2023-02-02 16:55:40+00:00,0,Twitter for Android,RT @DatFrostyOne: Everyone mad at the #nflrefs... this is the same ref who called PI on Logan Wilson that gave the rams a fresh set of down…,3,8,63
96,cinbengalsJB9,2023-02-02 16:55:34+00:00,0,Twitter for Android,"RT @Cromezn: *Mahomes shovel passes it to Kelce who’s 3-rows deep into the stands for a touchdown*

Refs: “that’s just good football baby”…",3,8,13
97,DonBrow77958233,2023-02-02 16:55:21+00:00,0,Twitter for iPhone,@NFL @TomBrady #NFLRIGGED,0,32,0
98,cinbengalsJB9,2023-02-02 16:55:19+00:00,0,Twitter for Android,RT @curtisxu: Jones hands to the face on the Burrow “intentional grounding.”  #NFLrigged https://t.co/CL0ggd47yL,3,8,762
99,cinbengalsJB9,2023-02-02 16:55:07+00:00,0,Twitter for Android,RT @Pi_sulaiman: No roughing the passer called here… #NFLRigged https://t.co/23vtaCsqpK,3,8,267
0,jayspartan20,2023-02-03 00:08:05+00:00,0,Twitter for iPhone,RT @MasterAtWorkinc: This was on Draft Kings sports book during live betting on the NFC Championship game. But the NFL isn't rigged though.…,68,104,2
1,poopydicknick,2023-02-03 00:02:38+00:00,1,Twitter Web App,"Calm down folks, he's just following the NFL script writers. #NFLrigged https://t.co/fyFosi6PIf",362,792,0
2,Layne__w,2023-02-03 00:02:35+00:00,0,Twitter for iPhone,"RT @FormerNFLFan789: Two years in a row!!!! FanBoys and Grown men be like ""Another Coincidence this year"" #Gematria #NFLrigged https://t.co…",1940,3247,13
3,texaskid4life,2023-02-03 00:01:58+00:00,0,Twitter Web App,RT @MasterAtWorkinc: This was on Draft Kings sports book during live betting on the NFC Championship game. But the NFL isn't rigged though.…,465,543,2
4,MasterAtWorkinc,2023-02-03 00:01:22+00:00,5,Twitter Web App,This was on Draft Kings sports book during live betting on the NFC Championship game. But the NFL isn't rigged thou… https://t.co/EPUzP5dL4a,2056,384,2
5,MasterAtWorkinc,2023-02-02 23:59:08+00:00,0,Twitter Web App,This was on Draft Kings sports book during live betting on the NFC Championship game. But they NFL isn't rigged tho… https://t.co/fTjLjsSO6y,2056,384,0
6,floydianship,2023-02-02 23:59:00+00:00,0,Twitter for iPhone,"RT @MasterAtWorkinc: PROOF Super Bowl 57 is RIGGED! NFL SCRIPTED Chiefs AFC Championship Win! Ron Torbert ROBBED Bengals!
FULL VIDEO 👉 http…",687,553,19
7,BornCincyFan,2023-02-02 23:56:47+00:00,0,Twitter for iPhone,@nflcommish @NFL I will keep posting until you admit you rigged the AFC Championship &amp; every ref from that game is… https://t.co/NmBqIS9zX7,6,19,0
8,MasterAtWorkinc,2023-02-02 23:53:49+00:00,0,Twitter Web App,"RT @MasterAtWorkinc: PROOF Super Bowl 57 is RIGGED! NFL SCRIPTED Chiefs AFC Championship Win! Ron Torbert ROBBED Bengals!
FULL VIDEO 👉 http…",2056,384,19
9,PropMclaughlin_,2023-02-02 23:48:07+00:00,0,Twitter for iPhone,RT @Mikechanginvest: This reminds me of a WWE speech… ohh wait it is the WWE just with pads… registered as a entertainment business not a s…,24,52,9
10,THE_GRAYF0X,2023-02-02 23:41:18+00:00,0,Twitter for iPhone,@JoeGoodberry Who cares the @nfl isn’t gonna let us win anyway. #NFLRIGGED,182,119,0
11,NoDiiscussiion,2023-02-02 23:38:50+00:00,0,Twitter for iPhone,@CoachOBrien @WokeThuney @NFL_DovKleiman @Real10jayy__ Haha so #nflrigged was just trending number 1 cause me huh,69,439,0
12,Pqranold,2023-02-02 23:37:56+00:00,0,Twitter for iPhone,RT @edits841: And a bunch of broke men tried to tell me it’s not scripted. This proves it without question. Hardcore proof right here. That…,230,801,3
13,EBainbridge26,2023-02-02 23:36:28+00:00,0,Twitter for iPhone,"Joe Theismann when he gets to the 2nd quarter at the 1985 Week 11 MNF script reading meeting.

#NFLRigged https://t.co/J1G5Tcve0u",363,402,0
14,WTFinSoCal,2023-02-02 23:28:22+00:00,1,Twitter Web App,@heyjacqui_ #NFLRigged #NFLScripted 😂😂😂😂 https://t.co/ps9cnalQEG,257,226,0
15,FormerNFLFan789,2023-02-02 23:19:11+00:00,0,Twitter for Android,"RT @THE_GRAYF0X: Again fuck you @nfl, @NFLOfficiating, and most importantly @nflcommish. You fucked the bengals 2 years in a row and it has…",626,220,1
16,GabrielNgansi,2023-02-02 23:18:33+00:00,1,Twitter for iPhone,#OJ #NFL #NFLRigged #Scripted https://t.co/6Pb7qzRW48,43,45,0
17,THE_GRAYF0X,2023-02-02 23:12:15+00:00,1,Twitter for iPhone,"Again fuck you @nfl, @NFLOfficiating, and most importantly @nflcommish. You fucked the bengals 2 years in a row and… https://t.co/wGEWj2NCS3",182,119,1
18,jackihillis22,2023-02-02 23:06:17+00:00,0,Twitter Web App,"@DonCoop20 @PFTCommenter You don't have to believe @ArianFoster 
Believe FACTS.
The NFL is HIGHLY invested in the s… https://t.co/lNCtvE0z2R",120,31,0
19,if_tesla,2023-02-02 22:58:35+00:00,0,Twitter for iPhone,#NFL and actors acting like 1 or 2 huge calls / players with a script can’t rig a few couple high profile games. #NFLScript #NFLRIGGED,13,58,0
20,KecksterFal,2023-02-02 22:55:15+00:00,0,Twitter for iPhone,@_willcompton #NFLRigged,417,901,0
21,SkylerBertram1,2023-02-02 22:54:32+00:00,0,Twitter for Android,RT @VivaLaStool: 👀 @ArianFoster tells the truth about #NFLrigged on @MacrodosingPod https://t.co/BtrvMlv53b,1,41,41
22,RicoMuscatel,2023-02-02 22:41:59+00:00,0,Twitter Web App,@NFLonFOX @Chiefs @Eagles #NFLRigged,2029,3807,0
23,EspressoJose,2023-02-02 22:35:27+00:00,0,Twitter for Android,@tipico #nflrigged,20,307,0
24,thetadrivium,2023-02-02 22:16:33+00:00,0,Twitter for Android,RT @Throwback420: WWFL ... #NFLRigged https://t.co/seGyGGl6Hb,105,239,16
25,thetadrivium,2023-02-02 22:14:09+00:00,0,Twitter for Android,RT @GetYoShinebox: Zac Taylor: “It’s rigged” #NFLRigged https://t.co/T94ednBJBA,105,239,721
26,Jan11555,2023-02-02 22:08:08+00:00,0,Twitter Web App,"Former Dolphins coach says refusing to throw games cost him his job.  #NFLrigged
https://t.co/bbTPpsnon2",2,2,0
27,plingon11,2023-02-02 22:07:42+00:00,0,Twitter for iPhone,@Readitandweep2 #Nflrigged,160,276,0
28,Jan11555,2023-02-02 22:06:51+00:00,0,Twitter Web App,"#NFLrigged
https://t.co/mH1V964xyE",2,2,0
29,Jan11555,2023-02-02 22:06:10+00:00,0,Twitter Web App,@taufikl And let's not forget the obvious #NFLrigged of Superbowl LII when Coach Belichick stunned fans by benching… https://t.co/tNMM6WNalU,2,2,0
30,SpadedLord,2023-02-02 22:05:11+00:00,0,Twitter Web App,RT @midwest_fancy: #nflrigged #BoycottSuperbowlLVII will continue to do this everyday.,2,16,2
31,IfItHasAScore,2023-02-02 22:00:25+00:00,1,Twitter for iPhone,"Now that we have confirmation that at least one professional sports league has scripts, we are officially changing… https://t.co/mMah8vMvww",1046,966,0
32,Dwheel_14,2023-02-02 21:52:24+00:00,0,Twitter for Android,"@NFL @NFLonFOX @NFLFilms @Chiefs @Bengals 
I ask for one thing and one thing only and I'll stop I'm even getting ti… https://t.co/0ZSMHe2D13",14,113,0
33,ubok1978,2023-02-02 21:51:07+00:00,0,Twitter for iPhone,@Kramed67037 @GottliebShow Should have never been there with the block in the back on the punt #NFLRigged,198,159,0
34,Viyapoo,2023-02-02 21:47:08+00:00,0,Twitter for iPhone,"RT @WWERuthlessEra: John Cena already told us the truth about the NFL 

#nflrigged https://t.co/euEYavKZo2",292,148,812
35,punkrockdub,2023-02-02 21:38:31+00:00,0,Twitter for iPhone,"@GeneSteratore on #Chiefs #5thdown on Mark Madden today:  

“I was thinking I have never experienced this before.”… https://t.co/P5jVbqkXNQ",56,59,0
36,Lvnd00,2023-02-02 21:33:00+00:00,0,Twitter for iPhone,Super bowl LVII SCRIPTED 📝 @NFL @nflnetwork @ESPNNFL #nfl #nflrigged #nflscripted https://t.co/QWMdS4ELnn,175,74,0
37,Luke_Neitzke,2023-02-02 21:29:44+00:00,0,Twitter for iPhone,248 million views wow 😂😂 #NFLRigged https://t.co/VgcZAABvBd,109,153,0
38,Pistol_Pete16,2023-02-02 21:26:55+00:00,0,Twitter for iPhone,This is it. They wanted a Manning vs Favre Super Bowl. Colts we’re supposed to take the second half kickoff back fo… https://t.co/rU0yiQn3bz,246,206,0
39,ubok1978,2023-02-02 21:15:46+00:00,0,Twitter for iPhone,@Aftermath_KC #NFLRigged,198,159,0
40,BREAK_BoyAplus,2023-02-02 21:05:36+00:00,0,Twitter for iPhone,"RT @FormerNFLFan789: Two years in a row!!!! FanBoys and Grown men be like ""Another Coincidence this year"" #Gematria #NFLrigged https://t.co…",509,410,13
41,bestcoastsxmcp,2023-02-02 21:03:17+00:00,0,Twitter Web App,The Joe Burrow Agenda dies for now … thanks to (mostly) Joe himself https://t.co/AyqHH72t9H #dailymcplay #NFL… https://t.co/TA0vq7GjPp,103,273,0
42,SpikeTheNews2,2023-02-02 21:02:41+00:00,0,Twitter for iPhone,"RT @FormerNFLFan789: Two years in a row!!!! FanBoys and Grown men be like ""Another Coincidence this year"" #Gematria #NFLrigged https://t.co…",85,298,13
43,Lisa20271524,2023-02-02 20:42:42+00:00,0,Twitter for iPhone,RT @Sir_Saint1: #NFLrigged https://t.co/fT7570Wz1S,23,133,0
44,ayoo_noah,2023-02-02 20:35:20+00:00,0,Twitter for Android,"RT @FormerNFLFan789: Two years in a row!!!! FanBoys and Grown men be like ""Another Coincidence this year"" #Gematria #NFLrigged https://t.co…",7057,7443,13
45,ayoo_noah,2023-02-02 20:35:03+00:00,0,Twitter for Android,RT @edits841: And a bunch of broke men tried to tell me it’s not scripted. This proves it without question. Hardcore proof right here. That…,7057,7443,3
46,FormerNFLFan789,2023-02-02 20:29:34+00:00,0,Twitter for Android,RT @edits841: And a bunch of broke men tried to tell me it’s not scripted. This proves it without question. Hardcore proof right here. That…,626,220,3
47,BenLineback,2023-02-02 20:28:42+00:00,0,Twitter for iPhone,"RT @FormerNFLFan789: Two years in a row!!!! FanBoys and Grown men be like ""Another Coincidence this year"" #Gematria #NFLrigged https://t.co…",1102,754,13
48,edits841,2023-02-02 20:27:45+00:00,11,Twitter for iPhone,And a bunch of broke men tried to tell me it’s not scripted. This proves it without question. Hardcore proof right… https://t.co/seyUCkArpc,723,3018,3
49,edits841,2023-02-02 20:24:40+00:00,0,Twitter for iPhone,"RT @FormerNFLFan789: Two years in a row!!!! FanBoys and Grown men be like ""Another Coincidence this year"" #Gematria #NFLrigged https://t.co…",723,3018,13
50,phee2_mc,2023-02-02 20:23:53+00:00,0,Twitter for iPhone,"RT @FormerNFLFan789: Two years in a row!!!! FanBoys and Grown men be like ""Another Coincidence this year"" #Gematria #NFLrigged https://t.co…",74,192,13
51,InkyBri,2023-02-02 20:23:06+00:00,0,Twitter for iPhone,Big facts and the 3rd down shouldnt have been redone !!!! THE @NFL PLAYED THE BENGALS IN THIS GAME ! YALL FKD UP FO… https://t.co/gPwNRb16TT,406,513,0
52,DigitalPtGuard,2023-02-02 20:20:19+00:00,0,Twitter Web App,"RT @FormerNFLFan789: Two years in a row!!!! FanBoys and Grown men be like ""Another Coincidence this year"" #Gematria #NFLrigged https://t.co…",660,3406,13
53,purdyflaco,2023-02-02 20:19:46+00:00,1,Twitter for iPhone,#NFLRigged https://t.co/TDx0QB1zyC,696,227,0
54,SiefkenRobert,2023-02-02 20:19:05+00:00,0,Twitter for iPhone,@AdamSchefter #NFLScript #NFLRigged,219,817,0
55,grandadteddy,2023-02-02 20:13:26+00:00,0,Twitter for iPhone,@AdamSchefter #nflrigged,70,216,0
56,54Monstro,2023-02-02 20:08:28+00:00,0,Twitter for iPhone,Eagles never beat the Giants nor the Niners. They got bailed by the Refs🤡 #NFLRigged https://t.co/NHTBbk09d7,119,566,0
57,LordShaq2,2023-02-02 19:38:11+00:00,0,Twitter Web App,"RT @FormerNFLFan789: Two years in a row!!!! FanBoys and Grown men be like ""Another Coincidence this year"" #Gematria #NFLrigged https://t.co…",139,390,13
58,Shadology101,2023-02-02 19:35:51+00:00,0,Twitter for iPhone,"RT @FormerNFLFan789: Two years in a row!!!! FanBoys and Grown men be like ""Another Coincidence this year"" #Gematria #NFLrigged https://t.co…",54,498,13
59,DanielMusto10,2023-02-02 19:25:22+00:00,0,Twitter for iPhone,"RT @FormerNFLFan789: Two years in a row!!!! FanBoys and Grown men be like ""Another Coincidence this year"" #Gematria #NFLrigged https://t.co…",252,1368,13
60,FormerNFLFan789,2023-02-02 19:23:08+00:00,47,Twitter for Android,"Two years in a row!!!! FanBoys and Grown men be like ""Another Coincidence this year"" #Gematria #NFLrigged https://t.co/359pswYKM3",626,220,13
61,cammarshallfilm,2023-02-02 19:10:08+00:00,1,Twitter for iPhone,@TH3_GOD_ @YoungAngel_ @FirstTake @MikeFrancesa He didnt make up for it because of how the game ended. The refs wer… https://t.co/uwEVuXgGAZ,158,774,0
62,FormerNFLFan789,2023-02-02 19:07:00+00:00,0,Twitter for Android,RT @MAGAMAN858: @NFL #NFLrigged #boycotsuperbowl #boycotnfl,626,220,1
63,FormerNFLFan789,2023-02-02 19:06:33+00:00,0,Twitter for Android,"RT @BornCincyFan: @nflcommish @NFL We are coming for you Roger! You screwed the Bengals in back to back years, your biased is not a conspir…",626,220,1
64,SevenDwarfs859,2023-02-02 19:02:34+00:00,0,Twitter Web App,So the big thing right now is #nflrigged but instead of complaining about it why dont we do something about it with… https://t.co/o31rBVxAFb,1,2,0
65,CodeRedmanET,2023-02-02 19:02:05+00:00,0,Twitter for Android,Exactly #nflrigged #boycottsuperbowl57 https://t.co/uPQVzg86qi,10,334,0
66,FootballFan734,2023-02-02 18:55:18+00:00,0,Twitter Web App,@nflcommish People literally hate the fact that you robbed a deserving team of the chance they earned #NFLRigged #FireGoodell,12,113,0
67,wtondo,2023-02-02 18:53:38+00:00,0,Twitter for iPhone,"RT @TheHouse_Ent: The champs came out to play in the Quote Tweets. So, is the #NFLRigged?

https://t.co/u8bERe41cv",434,654,1
68,_TheZyro,2023-02-02 18:53:10+00:00,0,Twitter for Android,RT @barstoolsports: The NFL is literally rigged. Wow. #NFLRigged  https://t.co/d8QfKVrhcG,454,251,89
69,TheHouse_Ent,2023-02-02 18:52:50+00:00,0,Twitter Web App,"The champs came out to play in the Quote Tweets. So, is the #NFLRigged?

https://t.co/u8bERe41cv",134,79,1
70,FootballFan734,2023-02-02 18:52:18+00:00,3,Twitter Web App,Absolutely. #NFLRigged https://t.co/HV5FRyH322,12,113,2
71,MAGAMAN858,2023-02-02 18:48:28+00:00,1,Twitter for iPhone,@NFL #NFLrigged #boycotsuperbowl #boycotnfl,47,107,1
